1616423528.4342847,"[1.0, 62.0, 62.0]","[0.4663086, 0.62597656, 0.34887695]"
1616423529.8550527,"[1.0, 62.0, 62.0]","[0.40576172, 0.6826172, 0.39868164]"
1616423530.943732,"[1.0, 1.0, 62.0, 62.0]","[0.49560547, 0.3256836, 0.5083008, 0.48120117]"
1616423532.0507228,"[1.0, 62.0, 62.0]","[0.37426758, 0.6171875, 0.5214844]"
1616423533.1442788,"[1.0, 62.0, 62.0]","[0.40405273, 0.60302734, 0.5029297]"
1616423534.245859,"[1.0, 1.0, 62.0, 62.0]","[0.45922852, 0.30249023, 0.61376953, 0.47851562]"
1616423535.3396323,"[1.0, 62.0, 62.0]","[0.3840332, 0.5986328, 0.48217773]"
1616423536.4335785,"[1.0, 62.0]","[0.6484375, 0.5151367]"
1616423536.554549,"[1.0, 62.0]","[0.7060547, 0.49414062]"
1616423536.6490583,"[1.0, 62.0]","[0.6801758, 0.32373047]"
1616423536.7427924,"[1.0, 62.0]","[0.69384766, 0.41552734]"
1616423536.8416708,"[1.0, 27.0]","[0.70458984, 0.34057617]"
1616423536.9365704,[1.0],[0.6972656]
1616423537.0442297,"[1.0, 1.0]","[0.7270508, 0.5239258]"
1616423537.1397903,"[1.0, 1.0]","[0.7626953, 0.51904297]"
1616423537.2430375,"[1.0, 1.0]","[0.76660156, 0.61816406]"
1616423538.378141,"[1.0, 1.0]","[0.81591797, 0.34399414]"
1616423538.4852054,"[1.0, 1.0]","[0.8203125, 0.3544922]"
1616423538.5905192,"[1.0, 1.0]","[0.82714844, 0.34277344]"
1616423538.683062,"[1.0, 1.0]","[0.8256836, 0.3605957]"
1616423538.777416,"[1.0, 1.0]","[0.82958984, 0.34765625]"
1616423538.8732038,"[1.0, 1.0]","[0.82177734, 0.37158203]"
1616423538.9678624,"[1.0, 1.0]","[0.82128906, 0.38427734]"
1616423539.0736635,"[1.0, 1.0]","[0.82470703, 0.36010742]"
1616423539.9965916,"[1.0, 1.0]","[0.82714844, 0.33496094]"
1616423540.0993254,[1.0],[0.8232422]
1616423540.1952097,[1.0],[0.8076172]
1616423540.3076522,[1.0],[0.76416016]
1616423540.3978875,[1.0],[0.74560547]
1616423540.5092783,[1.0],[0.7397461]
1616423540.5989432,[1.0],[0.78125]
1616423540.6923585,[1.0],[0.78271484]
1616423540.7837293,[1.0],[0.74853516]
1616423540.8755324,[1.0],[0.7441406]
1616423540.9712117,[1.0],[0.7182617]
1616423541.0618227,[1.0],[0.71484375]
1616423541.154476,[1.0],[0.68847656]
1616423541.265103,[1.0],[0.6513672]
1616423541.3657396,[1.0],[0.6772461]
1616423541.475294,[1.0],[0.671875]
1616423541.5628002,[1.0],[0.68408203]
1616423541.6481946,[1.0],[0.69921875]
1616423541.7392883,[1.0],[0.7211914]
1616423541.8274488,[1.0],[0.71972656]
1616423541.9151597,[1.0],[0.69921875]
1616423542.005153,[1.0],[0.70654297]
1616423542.098759,[1.0],[0.69873047]
1616423542.2023416,[1.0],[0.69921875]
1616423542.290031,[1.0],[0.7128906]
1616423542.3778758,[1.0],[0.7211914]
1616423542.4676504,[1.0],[0.7324219]
1616423542.5548882,[1.0],[0.7260742]
1616423542.6453838,[1.0],[0.7211914]
1616423542.7376535,[1.0],[0.72314453]
1616423542.8358996,[1.0],[0.71435547]
1616423542.9422255,[1.0],[0.7558594]
1616423543.0299013,[1.0],[0.78466797]
1616423543.1249106,[1.0],[0.7739258]
1616423543.221148,[1.0],[0.77246094]
1616423543.3109262,[1.0],[0.7529297]
1616423543.3980803,[1.0],[0.7402344]
1616423543.4912784,[1.0],[0.73095703]
1616423543.5839784,[1.0],[0.73046875]
1616423543.67996,[1.0],[0.7734375]
1616423543.773149,[1.0],[0.78027344]
1616423543.863237,[1.0],[0.7524414]
1616423543.9642627,[1.0],[0.75390625]
1616423544.0541985,[1.0],[0.74902344]
1616423544.1419115,[1.0],[0.76660156]
1616423544.228502,[1.0],[0.7607422]
1616423544.3238528,[1.0],[0.76416016]
1616423544.4121041,[1.0],[0.76953125]
1616423544.5057847,[1.0],[0.75634766]
1616423544.6130185,[1.0],[0.7553711]
1616423544.7123032,[1.0],[0.75683594]
1616423544.8060236,[1.0],[0.75146484]
1616423544.8945103,[1.0],[0.76171875]
1616423544.9848158,[1.0],[0.7583008]
1616423545.0844178,[1.0],[0.75097656]
1616423545.1776917,[1.0],[0.7397461]
1616423545.2697303,[1.0],[0.75]
1616423545.361398,[1.0],[0.74658203]
1616423545.456858,[1.0],[0.74560547]
1616423545.549551,[1.0],[0.7421875]
1616423545.6509554,[1.0],[0.7421875]
1616423545.7557704,[1.0],[0.7495117]
1616423545.8558862,[1.0],[0.74560547]
1616423545.9539394,[1.0],[0.74365234]
1616423546.053578,[1.0],[0.75390625]
1616423546.1439915,[1.0],[0.7553711]
1616423546.2360814,[1.0],[0.7475586]
1616423546.325992,[1.0],[0.75097656]
1616423546.417172,[1.0],[0.7553711]
1616423546.518482,[1.0],[0.75390625]
1616423546.611165,[1.0],[0.75439453]
1616423546.7047687,[1.0],[0.7475586]
1616423546.7957046,[1.0],[0.7441406]
1616423546.8886523,[1.0],[0.74853516]
1616423546.9844646,[1.0],[0.7519531]
1616423547.077378,[1.0],[0.7495117]
1616423547.1721313,[1.0],[0.7441406]
1616423547.268483,[1.0],[0.7470703]
1616423547.3803334,[1.0],[0.7519531]
1616423547.4699535,[1.0],[0.75]
1616423547.5618515,[1.0],[0.7607422]
1616423547.6526291,[1.0],[0.7553711]
1616423547.7520456,[1.0],[0.7597656]
1616423547.855546,[1.0],[0.7626953]
1616423547.951082,[1.0],[0.76464844]
1616423548.0477643,[1.0],[0.7524414]
1616423548.1448085,[1.0],[0.74365234]
1616423548.242082,[1.0],[0.73583984]
1616423548.336602,[1.0],[0.73828125]
1616423548.4288473,[1.0],[0.7416992]
1616423548.5267303,[1.0],[0.75097656]
1616423548.620162,[1.0],[0.74853516]
1616423548.7149184,[1.0],[0.7529297]
1616423548.8087428,[1.0],[0.74658203]
1616423548.9044936,[1.0],[0.7397461]
1616423549.0013092,[1.0],[0.7475586]
1616423549.1115654,[1.0],[0.7397461]
1616423549.2048545,[1.0],[0.74853516]
1616423549.2974005,[1.0],[0.74316406]
1616423549.4052398,[1.0],[0.74902344]
1616423549.5090554,[1.0],[0.7451172]
1616423549.6043992,[1.0],[0.75390625]
1616423549.701865,[1.0],[0.7558594]
1616423549.7977736,[1.0],[0.74853516]
1616423549.899765,[1.0],[0.7475586]
1616423549.9862654,[1.0],[0.75]
1616423550.0875466,[1.0],[0.75390625]
1616423550.1849482,[1.0],[0.75097656]
1616423550.2832305,[1.0],[0.7480469]
1616423550.3850634,[1.0],[0.7495117]
1616423550.4754276,[1.0],[0.75146484]
1616423550.56615,[1.0],[0.7573242]
1616423550.6553223,[1.0],[0.74853516]
1616423550.763061,[1.0],[0.74853516]
1616423550.8583596,[1.0],[0.75097656]
1616423550.954687,[1.0],[0.75341797]
1616423551.0455189,[1.0],[0.7524414]
1616423551.1420283,[1.0],[0.7529297]
1616423551.236,[1.0],[0.7475586]
1616423551.3401558,[1.0],[0.7480469]
1616423551.4402492,[1.0],[0.74853516]
1616423551.5411549,[1.0],[0.7495117]
1616423551.6489546,[1.0],[0.7495117]
1616423551.746575,[1.0],[0.75390625]
1616423551.848717,[1.0],[0.7558594]
1616423551.95049,[1.0],[0.7553711]
1616423552.055042,[1.0],[0.7475586]
1616423552.1503239,[1.0],[0.74902344]
1616423552.24664,[1.0],[0.74853516]
1616423552.3435228,[1.0],[0.74853516]
1616423552.4388337,[1.0],[0.74902344]
1616423552.5554621,[1.0],[0.75390625]
1616423552.6589382,[1.0],[0.75]
1616423552.752448,[1.0],[0.7524414]
1616423552.849758,[1.0],[0.7519531]
1616423552.9445758,[1.0],[0.7573242]
1616423553.0356884,[1.0],[0.75683594]
1616423553.1295314,[1.0],[0.7607422]
1616423553.2226849,[1.0],[0.75683594]
1616423553.3249784,[1.0],[0.7675781]
1616423553.4274974,[1.0],[0.7631836]
1616423553.5218816,[1.0],[0.75927734]
1616423553.6191096,[1.0],[0.7602539]
1616423553.7086663,[1.0],[0.7553711]
1616423553.8002923,[1.0],[0.75341797]
1616423553.8887253,[1.0],[0.7597656]
1616423553.995214,[1.0],[0.7597656]
1616423554.091559,[1.0],[0.7602539]
1616423554.1904361,[1.0],[0.75439453]
1616423554.291089,[1.0],[0.75683594]
1616423554.3912904,[1.0],[0.7573242]
1616423554.4881942,[1.0],[0.75634766]
1616423554.5877466,[1.0],[0.7573242]
1616423554.6841877,[1.0],[0.75341797]
1616423554.7848878,[1.0],[0.75390625]
1616423554.885716,[1.0],[0.75634766]
1616423554.9814274,[1.0],[0.7583008]
1616423555.0845609,[1.0],[0.7558594]
1616423555.173471,[1.0],[0.7553711]
1616423555.2741063,[1.0],[0.7451172]
1616423555.3758593,[1.0],[0.7416992]
1616423555.4727125,[1.0],[0.7470703]
1616423555.5774286,[1.0],[0.7368164]
1616423555.674735,[1.0],[0.7421875]
1616423555.7770805,[1.0],[0.7397461]
1616423555.8786027,[1.0],[0.7451172]
1616423555.987054,[1.0],[0.76416016]
1616423556.0852084,[1.0],[0.77685547]
1616423556.1871166,[1.0],[0.7661133]
1616423556.2854123,[1.0],[0.7475586]
1616423556.385648,"[1.0, 44.0]","[0.72802734, 0.34545898]"
1616423556.4733398,[1.0],[0.7236328]
1616423556.5620904,[1.0],[0.7495117]
1616423556.650776,"[1.0, 44.0]","[0.7573242, 0.34545898]"
1616423556.7363167,"[1.0, 44.0]","[0.7319336, 0.31567383]"
1616423556.826078,[1.0],[0.73876953]
1616423556.9167984,[1.0],[0.63671875]
1616423557.007995,"[1.0, 1.0]","[0.56396484, 0.48217773]"
1616423557.100396,"[1.0, 1.0]","[0.58251953, 0.5136719]"
1616423557.190666,"[1.0, 1.0]","[0.56347656, 0.5551758]"
1616423557.2832522,"[1.0, 1.0]","[0.50146484, 0.49804688]"
1616423557.37504,"[1.0, 1.0]","[0.5229492, 0.45141602]"
1616423557.4800007,"[1.0, 1.0]","[0.4741211, 0.3684082]"
1616423557.5724783,"[1.0, 1.0]","[0.53759766, 0.42285156]"
1616423557.6838272,"[1.0, 62.0]","[0.59033203, 0.36669922]"
1616423557.776944,"[1.0, 62.0]","[0.5800781, 0.42114258]"
1616423557.8848093,"[1.0, 33.0, 62.0]","[0.52441406, 0.38256836, 0.41967773]"
1616423557.983594,"[1.0, 33.0]","[0.62109375, 0.33398438]"
1616423558.0840707,[1.0],[0.6147461]
1616423558.1751711,[1.0],[0.62353516]
1616423558.268266,[1.0],[0.4741211]
1616423558.3645835,[1.0],[0.66259766]
1616423558.4592397,[1.0],[0.46923828]
1616423558.5676608,[1.0],[0.5830078]
1616423558.6691806,[1.0],[0.63134766]
1616423558.7641602,"[1.0, 44.0, 88.0]","[0.58740234, 0.37841797, 0.33496094]"
1616423558.8599715,"[1.0, 88.0]","[0.59521484, 0.39941406]"
1616423558.9599113,"[1.0, 88.0]","[0.59277344, 0.47973633]"
1616423559.0555537,"[1.0, 18.0, 18.0, 88.0]","[0.5126953, 0.55322266, 0.48217773, 0.66748047]"
1616423559.1503804,[88.0],[0.90527344]
1616423559.2477427,"[1.0, 88.0]","[0.4506836, 0.9604492]"
1616423559.3433597,"[1.0, 1.0, 88.0, 88.0]","[0.6376953, 0.30126953, 0.8828125, 0.4453125]"
1616423559.4385402,"[1.0, 1.0, 1.0, 18.0, 62.0, 88.0]","[0.59814453, 0.48486328, 0.30200195, 0.3894043, 0.3190918, 0.38061523]"
1616423559.535964,"[1.0, 1.0, 88.0]","[0.52978516, 0.40698242, 0.71875]"
1616423559.6350067,"[1.0, 1.0, 88.0]","[0.609375, 0.39208984, 0.3815918]"
