1616426039.4256043,"[1.0, 84.0]","[0.75097656, 0.35253906]"
1616426039.5323405,"[1.0, 73.0]","[0.7631836, 0.5205078]"
1616426039.6258352,"[1.0, 1.0, 1.0, 73.0]","[0.7397461, 0.30688477, 0.30200195, 0.70166016]"
1616426039.7272947,"[1.0, 73.0]","[0.6928711, 0.8833008]"
1616426039.822513,"[1.0, 73.0]","[0.6977539, 0.88427734]"
1616426039.9189525,"[1.0, 73.0]","[0.73583984, 0.82666016]"
1616426040.0094898,"[1.0, 1.0, 1.0, 84.0]","[0.6772461, 0.52490234, 0.35961914, 0.5600586]"
1616426041.1101878,"[1.0, 1.0, 1.0]","[0.7265625, 0.57421875, 0.5180664]"
1616426041.4758885,[1.0],[0.8461914]
1616426041.5693877,[1.0],[0.7495117]
1616426041.6619716,[1.0],[0.8496094]
1616426041.746234,[1.0],[0.87060547]
1616426041.8335004,[1.0],[0.84814453]
1616426041.9186196,[1.0],[0.84472656]
1616426042.0014474,[1.0],[0.8251953]
1616426042.0856438,[1.0],[0.85595703]
1616426042.1666603,[1.0],[0.8388672]
1616426042.248642,[1.0],[0.8388672]
1616426042.3323667,[1.0],[0.8520508]
1616426042.4160497,[1.0],[0.86621094]
1616426042.4985943,[1.0],[0.84814453]
1616426042.5813758,[1.0],[0.86865234]
1616426042.665718,[1.0],[0.8691406]
1616426042.7511072,[1.0],[0.8647461]
1616426042.832451,[1.0],[0.8364258]
1616426042.9149077,[1.0],[0.8178711]
1616426042.9969816,"[1.0, 1.0]","[0.78759766, 0.42041016]"
1616426043.079226,[1.0],[0.78808594]
1616426043.164374,[1.0],[0.80615234]
1616426043.247068,"[1.0, 1.0]","[0.7397461, 0.3244629]"
1616426043.3300111,[1.0],[0.7392578]
1616426043.414053,[1.0],[0.8222656]
1616426043.4981644,[1.0],[0.8588867]
1616426043.5815012,[1.0],[0.8730469]
1616426043.6659067,[1.0],[0.8676758]
1616426043.748768,[1.0],[0.87353516]
1616426043.8305566,[1.0],[0.8642578]
1616426043.9139228,[1.0],[0.84472656]
1616426043.9970117,[1.0],[0.8339844]
1616426044.0887868,[1.0],[0.8359375]
1616426044.1755495,[1.0],[0.8178711]
1616426044.2648442,[1.0],[0.7890625]
1616426044.3520174,[1.0],[0.8305664]
1616426044.4429097,[1.0],[0.8510742]
1616426044.5354564,"[1.0, 73.0]","[0.85546875, 0.44140625]"
1616426044.6296587,[1.0],[0.86328125]
1616426044.715439,"[1.0, 73.0]","[0.85839844, 0.34057617]"
1616426044.8020816,"[1.0, 73.0]","[0.8569336, 0.8027344]"
1616426044.8917558,"[1.0, 73.0]","[0.86328125, 0.37231445]"
1616426044.9773932,"[1.0, 73.0]","[0.8457031, 0.49414062]"
1616426045.0644486,[1.0],[0.8720703]
1616426045.158381,"[1.0, 73.0]","[0.80078125, 0.38500977]"
1616426045.2601564,"[1.0, 73.0]","[0.8178711, 0.4921875]"
1616426045.346368,"[1.0, 73.0]","[0.6298828, 0.92822266]"
1616426045.4377763,"[1.0, 73.0]","[0.703125, 0.9472656]"
1616426045.5333831,"[1.0, 73.0]","[0.86328125, 0.9658203]"
1616426045.626677,"[1.0, 73.0]","[0.71240234, 0.95703125]"
1616426045.7111847,"[1.0, 73.0]","[0.8588867, 0.9741211]"
1616426045.7992005,"[1.0, 73.0]","[0.88134766, 0.97509766]"
1616426045.888366,"[1.0, 73.0]","[0.82128906, 0.97998047]"
1616426045.9770038,"[1.0, 73.0]","[0.7080078, 0.984375]"
1616426046.0795999,"[1.0, 73.0]","[0.63623047, 0.98828125]"
1616426046.1751156,"[1.0, 73.0]","[0.7260742, 0.9921875]"
1616426046.2715266,"[1.0, 73.0]","[0.6748047, 0.99121094]"
1616426046.3730605,"[1.0, 73.0]","[0.6503906, 0.9863281]"
1616426047.591707,"[1.0, 1.0, 73.0]","[0.71191406, 0.6010742, 0.8120117]"
1616426047.690683,"[1.0, 1.0, 73.0]","[0.62890625, 0.36938477, 0.4951172]"
1616426047.780803,"[1.0, 73.0]","[0.74072266, 0.30566406]"
1616426047.864096,"[1.0, 84.0]","[0.67822266, 0.38842773]"
1616426047.9495404,"[1.0, 73.0, 84.0]","[0.6591797, 0.34057617, 0.4189453]"
1616426048.033261,"[1.0, 84.0]","[0.69628906, 0.52734375]"
1616426048.1238368,"[1.0, 73.0, 84.0]","[0.6699219, 0.3959961, 0.45703125]"
1616426048.2089086,"[1.0, 73.0, 84.0]","[0.7055664, 0.39257812, 0.47143555]"
1616426048.2992463,"[1.0, 73.0, 84.0]","[0.71191406, 0.546875, 0.4633789]"
1616426048.400565,"[1.0, 73.0, 84.0]","[0.6928711, 0.4645996, 0.5498047]"
1616426048.4944937,"[1.0, 84.0]","[0.7182617, 0.45874023]"
1616426048.5786304,"[1.0, 77.0]","[0.62890625, 0.30615234]"
1616426048.6666803,"[1.0, 77.0]","[0.63916016, 0.34399414]"
1616426048.7518275,"[1.0, 77.0]","[0.6430664, 0.5708008]"
1616426048.8358076,"[1.0, 77.0]","[0.6669922, 0.5991211]"
1616426048.923791,"[1.0, 77.0]","[0.64941406, 0.41552734]"
1616426049.0098093,"[1.0, 77.0]","[0.65283203, 0.3737793]"
1616426049.1111677,"[1.0, 77.0]","[0.6977539, 0.7270508]"
1616426049.1980457,"[1.0, 73.0, 77.0]","[0.73339844, 0.30395508, 0.6816406]"
1616426049.2848558,"[1.0, 73.0, 77.0]","[0.7055664, 0.31225586, 0.5214844]"
1616426049.3764155,"[1.0, 77.0]","[0.7260742, 0.36206055]"
1616426049.4702525,"[1.0, 77.0]","[0.6796875, 0.38549805]"
1616426049.5654,"[1.0, 77.0]","[0.6855469, 0.5698242]"
1616426049.6503298,"[1.0, 77.0]","[0.7236328, 0.45996094]"
1616426049.74388,"[1.0, 77.0]","[0.640625, 0.5522461]"
1616426049.8354573,"[1.0, 77.0]","[0.6254883, 0.4309082]"
1616426049.927075,[1.0],[0.6015625]
1616426050.0249531,[1.0],[0.6274414]
1616426050.1107976,[1.0],[0.74853516]
1616426050.1954365,[1.0],[0.76171875]
1616426050.281908,[1.0],[0.78027344]
1616426050.367694,[1.0],[0.77001953]
1616426050.4560282,[1.0],[0.7084961]
1616426050.5427618,"[1.0, 77.0]","[0.62939453, 0.38671875]"
1616426050.6329973,"[1.0, 77.0]","[0.6816406, 0.5078125]"
1616426050.7258542,[1.0],[0.6401367]
1616426050.8111944,[1.0],[0.6533203]
1616426050.899925,[1.0],[0.64208984]
1616426050.9883096,"[1.0, 77.0]","[0.63623047, 0.33276367]"
1616426051.083046,"[1.0, 84.0]","[0.7182617, 0.35546875]"
1616426051.166126,[1.0],[0.7285156]
1616426051.258903,"[1.0, 84.0, 84.0]","[0.7675781, 0.78466797, 0.43676758]"
1616426051.3480458,"[1.0, 73.0, 84.0]","[0.76464844, 0.5830078, 0.88964844]"
1616426051.435286,"[1.0, 73.0, 84.0, 84.0]","[0.7939453, 0.7788086, 0.8144531, 0.4482422]"
1616426051.5219784,"[1.0, 73.0]","[0.7636719, 0.98828125]"
1616426051.6148112,"[1.0, 73.0]","[0.7583008, 0.98828125]"
1616426051.7008832,"[1.0, 73.0, 73.0]","[0.7685547, 0.98291016, 0.48120117]"
1616426051.7890673,"[1.0, 73.0, 73.0]","[0.78515625, 0.98535156, 0.6640625]"
1616426051.8807955,"[1.0, 73.0]","[0.78564453, 0.984375]"
1616426051.9684744,"[1.0, 73.0]","[0.7939453, 0.98535156]"
1616426052.0568953,"[1.0, 73.0]","[0.80078125, 0.9838867]"
1616426052.1432226,"[1.0, 73.0]","[0.7988281, 0.98291016]"
1616426052.231215,"[1.0, 73.0]","[0.7441406, 0.98291016]"
1616426052.317521,"[1.0, 73.0]","[0.73095703, 0.98828125]"
1616426052.4039881,"[1.0, 73.0]","[0.74560547, 0.98828125]"
1616426052.498336,"[1.0, 73.0]","[0.69921875, 0.9902344]"
1616426052.583425,"[1.0, 73.0]","[0.6899414, 0.9902344]"
1616426052.6678019,"[1.0, 73.0]","[0.62841797, 0.9921875]"
1616426052.7682679,"[1.0, 73.0]","[0.6381836, 0.9902344]"
1616426053.890319,"[1.0, 73.0]","[0.7089844, 0.9863281]"
1616426053.9798157,"[1.0, 73.0]","[0.7324219, 0.98535156]"
1616426054.096194,"[1.0, 73.0]","[0.7128906, 0.9790039]"
1616426054.1899471,"[1.0, 73.0]","[0.7167969, 0.9760742]"
1616426054.2812738,"[1.0, 73.0]","[0.69677734, 0.98291016]"
1616426054.3728373,"[1.0, 73.0]","[0.6796875, 0.98535156]"
1616426054.4687512,"[1.0, 73.0]","[0.67041016, 0.9770508]"
1616426054.5621219,"[1.0, 73.0]","[0.6801758, 0.9536133]"
1616426054.6500044,"[1.0, 73.0]","[0.68847656, 0.96533203]"
1616426054.7422557,"[1.0, 73.0]","[0.7167969, 0.875]"
1616426054.835897,"[1.0, 1.0, 73.0]","[0.7685547, 0.3125, 0.8432617]"
1616426055.9490967,"[1.0, 1.0, 73.0]","[0.92578125, 0.50683594, 0.56347656]"
1616426056.0366082,"[1.0, 1.0, 73.0]","[0.9560547, 0.47802734, 0.57470703]"
1616426056.1276526,"[1.0, 73.0]","[0.97998047, 0.63378906]"
1616426056.2187262,"[1.0, 73.0]","[0.98291016, 0.56396484]"
1616426056.3113832,"[1.0, 73.0]","[0.9902344, 0.46972656]"
1616426056.4031868,"[1.0, 73.0]","[0.9902344, 0.32128906]"
1616426056.4953024,[1.0],[0.9892578]
1616426056.5878844,"[1.0, 73.0]","[0.9892578, 0.40722656]"
1616426056.6788783,"[1.0, 73.0]","[0.9873047, 0.37646484]"
1616426056.7611165,"[1.0, 73.0]","[0.9873047, 0.42236328]"
1616426058.034085,"[1.0, 73.0]","[0.99121094, 0.7089844]"
1616426058.1563597,"[1.0, 73.0]","[0.9741211, 0.5029297]"
1616426058.2591004,"[1.0, 1.0]","[0.93847656, 0.4885254]"
1616426058.3459601,"[1.0, 1.0]","[0.85498047, 0.5473633]"
1616426058.4299932,"[1.0, 1.0]","[0.83203125, 0.53515625]"
1616426058.5177422,[1.0],[0.9326172]
1616426058.6017478,"[1.0, 1.0]","[0.7890625, 0.63964844]"
1616426058.68757,[],[]
1616426058.7723944,"[1.0, 1.0]","[0.3725586, 0.31152344]"
1616426058.8610373,[1.0],[0.38305664]
1616426058.946592,[1.0],[0.6152344]
1616426059.0320396,"[1.0, 1.0, 1.0]","[0.69091797, 0.6621094, 0.3347168]"
1616426060.1168373,"[1.0, 1.0]","[0.91845703, 0.34838867]"
1616426060.5618794,"[1.0, 1.0]","[0.7763672, 0.43017578]"
1616426060.648588,"[1.0, 1.0]","[0.9506836, 0.36572266]"
1616426060.7347114,[1.0],[0.90527344]
1616426060.8217204,[1.0],[0.8886719]
1616426060.9083357,[1.0],[0.93603516]
1616426060.995201,[1.0],[0.9370117]
1616426061.0811927,[1.0],[0.9370117]
1616426061.1647844,[1.0],[0.9370117]
1616426061.2514856,[1.0],[0.94970703]
1616426062.393103,[1.0],[0.9506836]
1616426062.4930277,[1.0],[0.9482422]
1616426062.5772429,[1.0],[0.9316406]
1616426062.6635838,[1.0],[0.9301758]
1616426062.7528138,[1.0],[0.921875]
1616426062.8414176,"[1.0, 73.0]","[0.921875, 0.35375977]"
1616426062.9350145,"[1.0, 73.0]","[0.9614258, 0.3876953]"
1616426063.0342863,"[1.0, 73.0]","[0.9604492, 0.47070312]"
1616426063.1274502,"[1.0, 73.0]","[0.9716797, 0.40625]"
1616426063.2145717,[1.0],[0.9667969]
1616426063.304092,[1.0],[0.9633789]
1616426063.3952155,[1.0],[0.96240234]
1616426063.4981568,"[1.0, 73.0]","[0.95703125, 0.6010742]"
1616426063.5891497,"[1.0, 73.0]","[0.93359375, 0.4621582]"
1616426063.6806424,"[1.0, 73.0]","[0.9404297, 0.42236328]"
1616426063.7716496,"[1.0, 73.0]","[0.94970703, 0.42236328]"
1616426063.8725352,[1.0],[0.85058594]
1616426063.9696438,[1.0],[0.8076172]
1616426064.0560856,[1.0],[0.8510742]
1616426064.1482627,[1.0],[0.81396484]
1616426064.2422287,[1.0],[0.8496094]
1616426064.3317156,[1.0],[0.8520508]
1616426064.419413,[1.0],[0.8491211]
1616426064.5186255,[1.0],[0.82470703]
1616426064.6109545,[1.0],[0.8535156]
1616426064.7064621,[1.0],[0.8359375]
1616426064.8053985,[1.0],[0.8496094]
1616426064.9015596,[1.0],[0.85498047]
1616426064.9982994,[1.0],[0.85058594]
1616426065.0839639,[1.0],[0.82958984]
1616426065.172632,[1.0],[0.84277344]
1616426065.2724757,[1.0],[0.83984375]
1616426065.370447,[1.0],[0.84765625]
1616426065.4572449,[1.0],[0.86621094]
1616426065.5592425,[1.0],[0.8378906]
1616426065.6589541,[1.0],[0.86035156]
1616426065.7447069,[1.0],[0.8691406]
1616426065.8298519,[1.0],[0.8774414]
1616426065.914545,[1.0],[0.87353516]
1616426066.0014403,[1.0],[0.87353516]
1616426066.0908425,[1.0],[0.8598633]
1616426066.1778717,[1.0],[0.8535156]
1616426066.2634232,[1.0],[0.8569336]
1616426066.3474958,[1.0],[0.84814453]
1616426066.4483087,[1.0],[0.8491211]
1616426066.5333478,[1.0],[0.8276367]
1616426066.622844,[1.0],[0.84765625]
1616426066.7122147,[1.0],[0.8442383]
1616426066.800248,[1.0],[0.8535156]
1616426066.8954864,[1.0],[0.8588867]
1616426066.9822593,[1.0],[0.85498047]
1616426067.0710304,[1.0],[0.8618164]
1616426067.16418,[1.0],[0.87890625]
1616426067.2529178,[1.0],[0.85058594]
1616426067.3515809,[1.0],[0.85595703]
1616426067.4459386,[1.0],[0.8569336]
1616426067.5478456,[1.0],[0.8510742]
1616426067.6406548,[1.0],[0.85058594]
1616426067.7287085,[1.0],[0.8222656]
1616426067.8204563,[1.0],[0.8461914]
1616426067.923195,"[1.0, 42.0]","[0.87060547, 0.42285156]"
1616426068.0056775,"[1.0, 42.0]","[0.86621094, 0.39648438]"
1616426068.1014848,"[1.0, 42.0]","[0.8881836, 0.47802734]"
1616426068.187083,"[1.0, 42.0]","[0.8911133, 0.5097656]"
1616426068.269255,"[1.0, 42.0]","[0.86621094, 0.43164062]"
1616426068.3528605,"[1.0, 42.0]","[0.8701172, 0.3894043]"
1616426068.436296,"[1.0, 42.0]","[0.8774414, 0.36206055]"
1616426068.5198708,"[1.0, 42.0]","[0.87841797, 0.609375]"
1616426068.6014678,"[1.0, 42.0]","[0.8833008, 0.6616211]"
1616426068.685536,"[1.0, 42.0]","[0.87597656, 0.5449219]"
1616426068.769999,"[1.0, 42.0]","[0.8671875, 0.5810547]"
1616426068.8604555,"[1.0, 42.0]","[0.8588867, 0.32348633]"
1616426068.9475517,[1.0],[0.8359375]
1616426069.0321884,[1.0],[0.83203125]
1616426069.1257749,"[1.0, 42.0]","[0.86328125, 0.46557617]"
1616426069.216241,[1.0],[0.875]
1616426069.3135016,[1.0],[0.78271484]
1616426069.4068196,[1.0],[0.82714844]
1616426069.4953651,[1.0],[0.80615234]
1616426069.581775,[1.0],[0.83935547]
1616426069.6633015,[1.0],[0.83935547]
1616426069.7499173,"[1.0, 73.0]","[0.82373047, 0.35205078]"
1616426069.8430324,"[1.0, 73.0]","[0.8491211, 0.47753906]"
1616426069.9283721,"[1.0, 1.0, 73.0]","[0.8339844, 0.57470703, 0.37768555]"
1616426070.023921,"[1.0, 1.0, 73.0]","[0.76416016, 0.5883789, 0.5708008]"
1616426070.111422,"[1.0, 1.0, 73.0]","[0.8701172, 0.73583984, 0.37573242]"
1616426070.1999035,"[1.0, 1.0, 73.0]","[0.7993164, 0.78125, 0.3876953]"
1616426070.2900136,"[1.0, 1.0, 73.0]","[0.7739258, 0.75097656, 0.37109375]"
1616426070.379286,"[1.0, 1.0, 73.0]","[0.796875, 0.7573242, 0.5283203]"
1616426070.4717932,"[1.0, 1.0, 73.0]","[0.9013672, 0.6948242, 0.5332031]"
1616426070.5582387,"[1.0, 1.0, 73.0]","[0.8461914, 0.67529297, 0.57177734]"
1616426070.6446545,"[1.0, 1.0, 73.0]","[0.8925781, 0.63623047, 0.7055664]"
1616426070.7314074,"[1.0, 1.0, 73.0]","[0.8198242, 0.6176758, 0.7783203]"
1616426070.8208869,"[1.0, 1.0, 73.0]","[0.81396484, 0.5966797, 0.46875]"
1616426070.91403,"[1.0, 1.0]","[0.8076172, 0.703125]"
1616426070.9962823,"[1.0, 1.0, 73.0]","[0.82177734, 0.7182617, 0.36206055]"
1616426071.080295,"[1.0, 1.0]","[0.82714844, 0.79248047]"
1616426071.1622133,"[1.0, 1.0, 84.0]","[0.8222656, 0.77246094, 0.30615234]"
1616426071.2476337,"[1.0, 1.0, 84.0]","[0.82373047, 0.8232422, 0.5678711]"
1616426071.3318002,"[1.0, 1.0, 84.0]","[0.85839844, 0.85546875, 0.5341797]"
1616426071.4175258,"[1.0, 1.0, 84.0]","[0.8041992, 0.77734375, 0.3059082]"
1616426071.5010316,"[1.0, 1.0, 77.0]","[0.78515625, 0.7109375, 0.44140625]"
1616426071.586197,"[1.0, 1.0]","[0.7495117, 0.6875]"
1616426071.6747248,"[1.0, 1.0]","[0.7680664, 0.7167969]"
1616426071.7666926,"[1.0, 1.0]","[0.74316406, 0.7080078]"
1616426071.8558626,"[1.0, 1.0]","[0.7519531, 0.72509766]"
1616426071.9401178,"[1.0, 1.0, 73.0]","[0.73095703, 0.71777344, 0.328125]"
1616426072.0308738,"[1.0, 1.0, 73.0]","[0.76171875, 0.7001953, 0.38989258]"
1616426072.122167,"[1.0, 1.0, 73.0]","[0.7553711, 0.7055664, 0.42529297]"
1616426072.212914,"[1.0, 1.0, 73.0]","[0.77246094, 0.7128906, 0.6269531]"
1616426072.2970314,"[1.0, 1.0, 73.0]","[0.74658203, 0.72509766, 0.5991211]"
1616426072.3845038,"[1.0, 1.0, 73.0]","[0.7949219, 0.70458984, 0.5390625]"
1616426072.4796662,"[1.0, 1.0, 73.0, 84.0]","[0.8251953, 0.71728516, 0.64160156, 0.31079102]"
1616426072.5709598,"[1.0, 1.0, 73.0, 84.0]","[0.8413086, 0.7158203, 0.6953125, 0.44750977]"
1616426072.6590998,"[1.0, 1.0, 73.0, 84.0]","[0.7709961, 0.7348633, 0.6298828, 0.31762695]"
1616426072.764429,"[1.0, 1.0, 73.0]","[0.75, 0.7128906, 0.4736328]"
1616426072.8552084,"[1.0, 1.0, 73.0]","[0.74072266, 0.71728516, 0.60009766]"
1616426072.9548988,"[1.0, 1.0, 73.0]","[0.73876953, 0.6928711, 0.67333984]"
1616426073.0387733,"[1.0, 1.0, 73.0]","[0.75097656, 0.70214844, 0.65234375]"
1616426073.1244678,"[1.0, 1.0, 73.0]","[0.7480469, 0.7080078, 0.59277344]"
1616426073.2157307,"[1.0, 1.0, 73.0]","[0.7597656, 0.7089844, 0.5859375]"
1616426073.299146,"[1.0, 1.0, 73.0, 84.0]","[0.7583008, 0.69628906, 0.4736328, 0.3239746]"
1616426073.3912592,"[1.0, 1.0, 73.0, 84.0]","[0.7597656, 0.6923828, 0.4724121, 0.47460938]"
1616426073.4841478,"[1.0, 1.0, 73.0, 84.0]","[0.7753906, 0.70654297, 0.36669922, 0.4970703]"
1616426073.5707164,"[1.0, 1.0, 73.0, 84.0]","[0.78759766, 0.70410156, 0.5878906, 0.4580078]"
1616426073.660921,"[1.0, 1.0, 73.0, 84.0]","[0.7729492, 0.70214844, 0.66015625, 0.47973633]"
1616426073.7471516,"[1.0, 1.0, 73.0, 84.0]","[0.78271484, 0.69384766, 0.6459961, 0.44921875]"
1616426073.8344834,"[1.0, 1.0, 73.0, 84.0]","[0.76708984, 0.6894531, 0.63623047, 0.5048828]"
1616426073.922047,"[1.0, 1.0, 73.0, 84.0]","[0.7705078, 0.69677734, 0.5576172, 0.5371094]"
1616426074.0057342,"[1.0, 1.0, 73.0, 84.0]","[0.7783203, 0.69384766, 0.43920898, 0.59277344]"
1616426074.0908296,"[1.0, 1.0, 73.0, 84.0]","[0.7792969, 0.70996094, 0.5810547, 0.63378906]"
1616426074.1946306,"[1.0, 1.0, 73.0, 84.0]","[0.78515625, 0.7138672, 0.7055664, 0.5708008]"
1616426074.2992458,"[1.0, 1.0, 73.0, 84.0]","[0.7763672, 0.7060547, 0.6166992, 0.6010742]"
1616426074.3873987,"[1.0, 1.0, 73.0, 84.0]","[0.7426758, 0.70654297, 0.6040039, 0.46289062]"
1616426074.491947,"[1.0, 1.0, 73.0, 84.0]","[0.7583008, 0.7036133, 0.85498047, 0.44995117]"
1616426074.5925384,"[1.0, 1.0, 1.0, 73.0]","[0.77246094, 0.70751953, 0.38305664, 0.8071289]"
1616426074.684518,"[1.0, 1.0, 73.0]","[0.80908203, 0.7163086, 0.69921875]"
1616426074.7950451,"[1.0, 1.0, 73.0]","[0.7915039, 0.73828125, 0.7319336]"
1616426074.8993,"[1.0, 1.0, 73.0]","[0.76953125, 0.7167969, 0.7441406]"
1616426074.9888756,"[1.0, 1.0, 73.0]","[0.79248047, 0.7158203, 0.6699219]"
1616426075.0749602,"[1.0, 1.0, 73.0]","[0.80615234, 0.7285156, 0.6166992]"
1616426075.167318,"[1.0, 1.0, 73.0]","[0.7973633, 0.70996094, 0.6225586]"
1616426075.257054,"[1.0, 1.0, 73.0]","[0.82177734, 0.7285156, 0.71191406]"
1616426075.357939,"[1.0, 1.0, 73.0]","[0.8178711, 0.7441406, 0.5234375]"
1616426075.4492478,"[1.0, 1.0, 73.0]","[0.7758789, 0.72216797, 0.63671875]"
1616426075.536568,"[1.0, 1.0, 73.0]","[0.7519531, 0.7192383, 0.48583984]"
1616426075.6279216,"[1.0, 1.0, 73.0]","[0.7441406, 0.74316406, 0.6723633]"
1616426075.721159,"[1.0, 1.0, 73.0]","[0.7480469, 0.7368164, 0.7080078]"
1616426075.8126264,"[1.0, 1.0, 73.0]","[0.7597656, 0.7397461, 0.72558594]"
1616426075.904449,"[1.0, 1.0, 73.0]","[0.77441406, 0.7294922, 0.8354492]"
1616426076.0015488,"[1.0, 1.0, 73.0]","[0.7709961, 0.73583984, 0.82128906]"
1616426076.0876129,"[1.0, 1.0, 73.0]","[0.77685547, 0.7392578, 0.7290039]"
1616426076.176209,"[1.0, 1.0, 73.0]","[0.78515625, 0.74560547, 0.81396484]"
1616426076.2592976,"[1.0, 1.0, 73.0]","[0.7675781, 0.71484375, 0.7685547]"
1616426076.344176,"[1.0, 1.0, 73.0]","[0.77441406, 0.70654297, 0.78027344]"
1616426076.427985,"[1.0, 1.0, 73.0]","[0.78759766, 0.7001953, 0.78759766]"
1616426076.5112379,"[1.0, 1.0, 73.0]","[0.76123047, 0.70410156, 0.6870117]"
1616426076.5927293,"[1.0, 1.0, 73.0]","[0.74560547, 0.703125, 0.68359375]"
1616426076.6835258,"[1.0, 1.0, 73.0, 73.0]","[0.73339844, 0.67529297, 0.8798828, 0.4555664]"
1616426076.7741802,"[1.0, 1.0, 73.0]","[0.7661133, 0.67626953, 0.7402344]"
1616426076.863196,"[1.0, 1.0, 73.0]","[0.7817383, 0.6933594, 0.7841797]"
1616426076.954292,"[1.0, 1.0, 73.0]","[0.7763672, 0.69921875, 0.73779297]"
1616426077.040548,"[1.0, 1.0, 73.0]","[0.7709961, 0.6953125, 0.6855469]"
1616426077.1321826,"[1.0, 1.0, 73.0]","[0.74560547, 0.70410156, 0.3803711]"
1616426077.2305884,"[1.0, 1.0, 73.0, 84.0]","[0.7709961, 0.72509766, 0.31152344, 0.39624023]"
1616426077.3318365,"[1.0, 1.0, 73.0, 84.0]","[0.7709961, 0.7294922, 0.3244629, 0.39257812]"
1616426077.4184418,"[1.0, 1.0, 73.0, 84.0]","[0.74658203, 0.69433594, 0.5283203, 0.3996582]"
1616426077.5139792,"[1.0, 1.0, 73.0]","[0.7314453, 0.7241211, 0.515625]"
1616426077.617614,"[1.0, 1.0, 73.0]","[0.76660156, 0.73876953, 0.8745117]"
